Passenger_ID,Age,Gender,Nationality
1419,66,Female,UAE
1420,28,Male,India
1421,50,Male,USA
1422,63,Male,USA
1423,20,Female,USA
1424,40,Male,Singapore
1425,21,Male,India
1426,59,Female,UAE
1427,46,Male,USA
1428,33,Male,India
1429,63,Male,UAE
1430,56,Male,Germany
1431,27,Male,France
1432,59,Male,UAE
1433,59,Male,India
1434,54,Male,Canada
1435,58,Male,France
1436,30,Male,Germany
1437,52,Female,Germany
1438,54,Female,UK
1439,40,Female,India
1440,23,Female,Germany
1441,33,Male,India
1442,21,Male,Singapore
1443,55,Male,Germany
1444,68,Female,Singapore
1445,40,Male,UK
1446,64,Male,UAE
1447,32,Male,Singapore
1448,54,Male,Singapore
1449,37,Female,Canada
1450,68,Female,Canada
1451,62,Female,India
1452,55,Female,Canada
1453,64,Male,France
1454,41,Male,USA
1455,23,Male,Australia
1456,42,Male,India
1457,29,Female,UAE
1458,44,Female,Canada
1459,52,Female,UAE
1460,34,Male,USA
1461,59,Female,USA
1462,37,Female,Canada
1463,52,Female,UK
1464,68,Male,Germany
1465,28,Female,Canada
1466,22,Female,UK
1467,21,Female,Singapore
1468,22,Male,Singapore
1469,58,Male,France
1470,25,Female,Canada
1471,60,Male,India
1472,66,Male,USA
1473,20,Male,India
1474,57,Male,UAE
1475,28,Female,UK
1476,26,Male,USA
1477,47,Female,Singapore
1478,22,Female,India
1479,18,Male,Canada
1480,67,Male,India
1481,41,Female,Germany
1482,38,Female,India
1483,47,Male,Germany
1484,49,Female,Germany
1485,66,Female,Germany
1486,67,Female,Germany
1487,66,Female,Australia
1488,60,Female,Australia
1489,40,Male,UAE
1490,48,Male,Canada
1491,68,Male,UK
1492,18,Female,India
1493,52,Male,USA
1494,38,Male,Germany
1495,33,Male,USA
1496,38,Male,Singapore
1497,35,Female,Canada
1498,28,Female,USA
1499,18,Female,UAE
1500,18,Female,France
1501,52,Male,France
1502,53,Male,India
1503,46,Female,Singapore
1504,59,Male,UK
1505,53,Female,Australia
1506,39,Female,UK
1507,56,Male,Canada
1508,63,Female,USA
1509,42,Female,Germany
1510,40,Female,France
1511,41,Female,France
1512,46,Female,UK
1513,69,Male,UAE
1514,29,Female,UK
1515,29,Female,USA
1516,40,Female,UAE
1517,46,Male,Australia
1518,54,Female,Germany
1519,20,Female,Australia
1520,47,Male,Australia
1521,57,Male,France
1522,59,Female,India
1523,60,Female,UK
1524,26,Male,UAE
1525,56,Male,UAE
1526,44,Male,Australia
1527,35,Male,India
1528,34,Male,Australia
1529,25,Male,UK
1530,22,Female,USA
1531,64,Female,Singapore
1532,21,Female,Australia
1533,66,Male,Germany
1534,41,Male,France
1535,64,Female,Singapore
1536,46,Female,USA
1537,62,Female,Singapore
1538,54,Female,France
1539,49,Female,Singapore
1540,66,Male,France
1541,58,Male,Australia
1542,39,Male,USA
1543,18,Female,Canada
1544,46,Male,France
1545,25,Female,Australia
1546,61,Female,Canada
1547,44,Female,UK
1548,23,Male,India
1549,30,Male,Australia
1550,19,Male,USA
1551,39,Male,UK
1552,43,Female,India
1553,67,Female,USA
1554,43,Male,India
1555,39,Female,USA
1556,56,Male,Australia
1557,61,Male,Australia
1558,55,Female,USA
1559,43,Female,India
1560,22,Male,Singapore
1561,47,Male,France
1562,40,Female,India
1563,50,Male,Australia
1564,40,Female,France
1565,52,Female,Singapore
1566,28,Female,UK
1567,31,Male,UK
1568,53,Male,Singapore
1569,51,Female,Australia
1570,56,Female,Canada
1571,57,Female,USA
1572,66,Male,France
1573,34,Female,Singapore
1574,22,Male,France
1575,41,Male,France
1576,18,Male,USA
1577,36,Female,UAE
1578,27,Male,UK
1579,24,Female,France
1580,35,Male,Singapore
1581,20,Male,India
1582,32,Female,Germany
1583,64,Male,Australia
1584,20,Female,Germany
1585,49,Female,Australia
1586,26,Male,USA
1587,31,Male,Australia
1588,46,Female,UK
1589,59,Male,UAE
1590,44,Female,UAE
1591,57,Female,UK
1592,36,Female,Australia
1593,38,Male,UAE
1594,41,Female,Australia
1595,46,Male,Canada
1596,46,Female,UK
1597,33,Male,Canada
1598,63,Male,Singapore
1599,51,Female,Australia
1600,18,Male,Canada
1601,19,Female,Singapore
1602,42,Female,UK
1603,57,Male,USA
1604,54,Female,Canada
1605,60,Male,India
1606,65,Female,France
1607,40,Male,Canada
1608,61,Male,Germany
1609,19,Male,Canada
1610,38,Male,India
1611,26,Female,Singapore
1612,41,Male,USA
1613,64,Female,Canada
1614,69,Male,USA
1615,45,Female,Canada
1616,53,Male,Canada
1617,32,Female,Australia
1618,40,Male,Australia
1619,43,Male,Australia
1620,43,Female,Singapore
1621,64,Female,UK
1622,48,Male,UK
1623,60,Male,UK
1624,30,Male,Canada
1625,64,Female,Australia
1626,63,Male,Singapore
1627,41,Female,Australia
1628,56,Female,USA
1629,42,Male,Australia
1630,40,Female,India
1631,45,Male,USA
1632,20,Female,Australia
1633,68,Male,UAE
1634,36,Female,India
1635,61,Female,Singapore
1636,55,Male,UAE
1637,35,Male,USA
1638,35,Female,USA
1639,22,Male,Canada
1640,43,Female,France
1641,47,Female,USA
1642,29,Male,France
1643,55,Male,UAE
1644,49,Male,Singapore
1645,21,Male,India
1646,48,Male,Canada
1647,31,Female,Canada
1648,23,Female,USA
1649,57,Female,Canada
1650,18,Male,Australia
1651,60,Female,Australia
1652,62,Female,France
1653,33,Female,UAE
1654,54,Female,India
1655,62,Female,UK
1656,31,Male,Germany
1657,50,Male,Germany
1658,50,Male,Germany
1659,29,Female,Canada
1660,61,Male,Singapore
1661,19,Male,France
1662,50,Male,India
1663,57,Male,Australia
1664,24,Male,Germany
1665,66,Male,France
1666,21,Female,UK
1667,56,Female,India
1668,48,Female,Australia
1669,22,Female,India
1670,45,Female,USA
1671,58,Male,UK
1672,48,Female,France
1673,44,Male,USA
1674,64,Male,France
1675,59,Male,Singapore
1676,69,Female,USA
1677,44,Male,UAE
1678,45,Female,France
1679,43,Male,Australia
1680,20,Male,USA
1681,39,Female,UAE
1682,62,Female,India
1683,38,Female,USA
1684,28,Male,Australia
1685,67,Male,UAE
1686,51,Female,India
1687,55,Male,Germany
1688,62,Male,Canada
1689,67,Female,USA
1690,36,Male,USA
1691,63,Female,Australia
1692,35,Female,Canada
1693,64,Female,Germany
1694,35,Female,France
1695,52,Female,USA
1696,26,Female,UAE
1697,31,Female,Singapore
1698,65,Female,Germany
1699,23,Female,France
1700,40,Female,UK
1701,58,Male,France
1702,69,Male,UK
1703,36,Male,India
1704,19,Female,UAE
1705,63,Female,Germany
1706,50,Female,Singapore
1707,69,Male,Canada
1708,25,Male,Australia
1709,22,Female,Canada
1710,47,Female,Germany
1711,30,Female,UK
1712,54,Female,UAE
1713,18,Female,UK
1714,55,Male,India
1715,20,Male,France
1716,65,Female,Canada
1717,39,Male,USA
1718,40,Female,UK
1719,27,Male,Singapore
1720,48,Male,UK
1721,40,Female,Canada
1722,41,Female,Singapore
1723,61,Female,Australia
1724,28,Male,Germany
1725,26,Female,Germany
1726,29,Female,Canada
1727,57,Male,UAE
1728,21,Female,Singapore
1729,65,Male,India
1730,69,Male,Canada
1731,25,Female,Germany
1732,66,Female,Australia
1733,34,Female,UK
1734,24,Female,France
1735,25,Female,Singapore
1736,31,Male,India
1737,34,Male,USA
1738,20,Male,UAE
1739,57,Male,Australia
1740,22,Male,UAE
1741,20,Male,UK
1742,47,Female,UK
1743,55,Male,USA
1744,31,Female,Australia
1745,42,Male,Singapore
1746,18,Male,UK
1747,39,Male,Singapore
1748,53,Male,Canada
1749,61,Male,Australia
1750,65,Male,USA
1751,44,Male,India
1752,47,Female,Singapore
1753,33,Female,UK
1754,22,Male,India
1755,39,Female,UK
1756,64,Male,USA
1757,45,Female,Australia
1758,62,Female,UK
1759,28,Female,Canada
1760,45,Male,Singapore
1761,18,Female,UK
1762,39,Male,Singapore
1763,43,Female,Germany
1764,63,Male,Singapore
1765,21,Male,Germany
1766,23,Male,India
1767,18,Female,UK
1768,63,Female,USA
1769,35,Female,Singapore
1770,28,Female,Australia
1771,57,Male,France
1772,41,Female,USA
1773,57,Female,Germany
1774,20,Female,Australia
1775,37,Male,France
1776,40,Male,UK
1777,30,Female,India
1778,42,Female,France
1779,20,Male,Canada
1780,25,Female,USA
1781,46,Male,Germany
1782,55,Male,Australia
1783,25,Male,UAE
1784,68,Female,Germany
1785,59,Male,India
1786,53,Male,USA
1787,50,Female,UAE
1788,68,Male,UAE
1789,43,Male,Canada
1790,59,Male,Canada
1791,38,Male,Canada
1792,69,Male,Australia
1793,23,Male,Germany
1794,53,Male,Germany
1795,33,Male,USA
1796,58,Male,Australia
1797,22,Male,USA
1798,45,Female,Singapore
1799,26,Female,Australia
1800,19,Female,USA
1801,38,Male,UAE
1802,20,Male,Canada
1803,64,Female,UAE
1804,61,Female,Australia
1805,31,Male,Germany
1806,26,Male,France
1807,39,Female,Canada
1808,29,Female,Australia
1809,18,Male,France
1810,28,Male,Germany
1811,59,Male,USA
1812,67,Female,UK
1813,51,Male,Germany
1814,45,Male,India
1815,49,Male,Canada
1816,29,Female,UAE
1817,49,Male,UK
1818,54,Male,Singapore
1819,51,Male,Canada
1820,27,Male,Canada
1821,47,Male,USA
1822,32,Female,France
1823,20,Male,UAE
1824,27,Female,UK
1825,29,Male,Singapore
1826,19,Male,Singapore
1827,52,Male,Canada
1828,35,Female,Australia
1829,23,Female,Australia
1830,65,Male,India
1831,56,Male,UK
1832,49,Female,Singapore
1833,68,Female,Australia
1834,32,Female,UK
1835,35,Female,India
1836,40,Female,UAE
1837,34,Female,USA
1838,66,Male,Canada
1839,23,Male,Australia
1840,67,Female,India
1841,57,Male,Singapore
1842,38,Male,UAE
1843,20,Male,USA
1844,40,Female,Canada
1845,22,Female,USA
1846,64,Male,USA
1847,51,Male,UAE
1848,57,Female,Australia
1849,69,Female,Canada
1850,50,Male,UK
1851,42,Male,Germany
1852,67,Male,UK
1853,28,Male,France
1854,34,Male,France
1855,59,Female,India
1856,50,Male,Canada
1857,69,Male,Canada
1858,61,Male,USA
1859,37,Male,Canada
1860,36,Male,Germany
1861,62,Male,Singapore
1862,36,Male,France
1863,18,Female,Singapore
1864,30,Female,India
1865,63,Female,France
1866,39,Male,India
1867,34,Female,USA
1868,64,Female,Germany
1869,45,Male,UK
1870,36,Male,Canada
1871,33,Female,UK
1872,60,Male,France
1873,46,Male,Germany
1874,37,Male,USA
1875,28,Male,France
1876,65,Male,UAE
1877,62,Male,UAE
1878,61,Female,USA
1879,43,Female,Canada
1880,18,Male,France
1881,42,Male,Canada
1882,50,Male,Canada
1883,57,Male,Singapore
1884,66,Female,India
1885,32,Female,Singapore
1886,55,Female,Singapore
1887,57,Male,UK
1888,32,Male,Singapore
1889,45,Male,India
1890,69,Male,India
1891,67,Male,UK
1892,66,Male,USA
1893,20,Male,India
1894,35,Female,Canada
1895,19,Female,UK
1896,64,Male,UAE
1897,20,Male,India
1898,68,Female,Canada
1899,65,Female,Canada
1900,48,Male,USA
1901,27,Male,India
1902,41,Male,UAE
1903,66,Male,USA
1904,22,Male,India
1905,63,Female,USA
1906,62,Female,Singapore
1907,54,Male,USA
1908,48,Male,India
1909,34,Male,Singapore
1910,23,Male,Australia
1911,57,Female,USA
1912,63,Male,UK
1913,19,Female,UAE
1914,44,Female,USA
1915,50,Female,Australia
1916,65,Female,Canada
1917,31,Female,Australia
1918,29,Male,Canada
1919,57,Male,France
1920,29,Female,Canada
1921,51,Male,UK
1922,55,Male,UK
1923,42,Male,USA
1924,44,Female,France
1925,38,Female,France
1926,50,Male,UK
1927,56,Female,UAE
1928,69,Female,UAE
1929,46,Female,Singapore
1930,36,Female,Canada
1931,66,Female,Canada
1932,19,Male,USA
1933,62,Male,Canada
1934,28,Male,USA
1935,28,Male,Canada
1936,66,Male,India
1937,58,Female,India
1938,20,Male,UAE
1939,49,Male,Germany
1940,57,Male,France
1941,49,Male,USA
1942,67,Male,Germany
1943,33,Female,Singapore
1944,63,Male,Australia
1945,24,Male,Singapore
1946,38,Female,Canada
1947,40,Male,USA
1948,26,Male,Singapore
1949,35,Male,France
1950,49,Male,India
1951,25,Female,USA
1952,60,Male,UK
1953,27,Female,India
1954,45,Male,Germany
1955,55,Male,UAE
1956,49,Female,India
1957,26,Female,Germany
1958,56,Female,USA
1959,67,Male,Canada
1960,64,Female,USA
1961,18,Male,Canada
1962,49,Male,USA
1963,41,Male,UK
1964,50,Female,USA
1965,25,Female,UAE
1966,18,Male,India
1967,48,Male,UK
1968,45,Female,UK
1969,53,Female,Germany
1970,66,Female,Australia
1971,38,Female,Canada
1972,18,Male,Australia
1973,58,Male,UAE
1974,20,Female,UK
1975,24,Female,India
1976,52,Female,UAE
1977,66,Male,Australia
1978,67,Female,UK
1979,31,Female,UK
1980,63,Male,Singapore
1981,46,Male,USA
1982,22,Female,France
1983,65,Male,Australia
1984,38,Male,UAE
1985,35,Male,Singapore
1986,57,Female,Canada
1987,40,Male,India
1988,36,Male,Australia
1989,49,Female,UK
1990,41,Male,UK
1991,32,Female,Australia
1992,34,Female,Australia
1993,35,Female,Canada
1994,25,Female,UAE
1995,25,Male,India
1996,68,Female,UK
1997,53,Female,Australia
1998,66,Female,Germany
1999,18,Female,Singapore
2000,39,Male,India
2001,47,Female,France
2002,48,Male,Canada
2003,27,Male,France
2004,63,Male,UAE
2005,66,Male,Australia
2006,27,Female,UAE
2007,19,Male,Germany
2008,38,Female,Germany
2009,34,Male,India
2010,33,Male,Australia
2011,64,Male,Singapore
2012,60,Female,UK
2013,44,Female,Germany
2014,53,Female,India
2015,20,Female,Singapore
2016,37,Male,Canada
2017,23,Female,Germany
2018,31,Male,India
2019,20,Male,France
2020,50,Male,France
2021,58,Male,USA
2022,56,Male,Australia
2023,49,Female,India
2024,29,Male,India
2025,40,Female,Singapore
2026,18,Male,Singapore
2027,39,Female,India
2028,61,Female,USA
2029,19,Male,Australia
2030,32,Male,France
2031,36,Male,France
2032,53,Male,UK
2033,28,Male,USA
2034,52,Male,India
2035,67,Male,UK
2036,24,Male,Germany
2037,28,Male,Australia
2038,64,Male,UAE
2039,44,Female,UK
2040,64,Male,USA
2041,32,Male,France
2042,25,Male,India
2043,47,Male,UAE
2044,48,Female,India
2045,60,Female,UAE
2046,63,Female,Australia
2047,42,Female,Germany
2048,62,Female,France
2049,26,Male,Canada
2050,43,Female,Singapore
2051,49,Female,Canada
2052,59,Male,Australia
2053,60,Male,France
2054,42,Female,Australia
2055,32,Male,USA
2056,53,Male,Germany
2057,33,Male,Singapore
2058,28,Female,India
2059,51,Female,India
2060,28,Male,Singapore
2061,60,Male,Germany
2062,66,Male,Singapore
2063,45,Female,Canada
2064,62,Female,India
2065,67,Male,India
2066,47,Female,Germany
2067,49,Male,Canada
2068,26,Male,USA
2069,61,Female,UK
2070,66,Female,UAE
2071,26,Male,Singapore
2072,41,Male,USA
2073,54,Female,France
2074,34,Male,USA
2075,23,Male,Germany
2076,49,Male,UAE
2077,60,Male,India
2078,30,Female,USA
2079,62,Male,France
2080,37,Male,UK
2081,21,Female,Australia
2082,30,Female,France
2083,56,Female,India
2084,67,Female,Germany
2085,67,Female,Singapore
2086,30,Female,India
2087,52,Male,Germany
2088,66,Female,France
2089,23,Male,Australia
2090,34,Female,USA
2091,53,Female,Canada
2092,22,Male,USA
2093,44,Male,Australia
2094,63,Female,India
2095,35,Male,USA
2096,69,Male,Singapore
2097,58,Female,Canada
2098,39,Male,India
2099,22,Male,Singapore
2100,36,Female,USA
2101,51,Female,UAE
2102,21,Male,UAE
2103,32,Male,Germany
2104,21,Male,Australia
2105,67,Female,France
2106,24,Female,Australia
2107,40,Female,France
2108,47,Female,France
2109,25,Female,UK
2110,19,Female,Germany
2111,31,Female,USA
2112,37,Female,Canada
2113,56,Male,USA
2114,22,Female,India
2115,34,Female,France
2116,54,Male,Germany
2117,29,Male,Germany
2118,37,Female,UAE
2119,26,Male,Canada
2120,52,Female,India
2121,33,Female,India
2122,58,Male,Singapore
2123,44,Female,Singapore
2124,21,Female,UK
2125,43,Male,UAE
2126,46,Male,Canada
2127,20,Male,Canada
2128,51,Male,UAE
2129,59,Male,USA
2130,61,Female,USA
2131,48,Male,Australia
2132,40,Male,Singapore
2133,43,Female,Germany
2134,59,Male,France
2135,40,Male,UAE
2136,61,Male,USA
2137,25,Female,UK
2138,42,Female,India
2139,49,Male,Australia
2140,28,Male,Canada
2141,33,Female,UAE
2142,65,Female,USA
2143,49,Female,France
2144,43,Male,India
2145,40,Female,UAE
2146,54,Female,India
2147,40,Female,Singapore
2148,49,Male,Germany
2149,48,Male,India
2150,22,Female,France
2151,23,Male,Australia
2152,46,Female,UK
2153,54,Male,UAE
2154,33,Female,Germany
2155,34,Female,Germany
2156,63,Female,Singapore
2157,39,Male,Singapore
2158,20,Female,UK
2159,39,Female,USA
2160,47,Female,Canada
2161,22,Female,France
2162,64,Female,Singapore
2163,39,Female,Singapore
2164,63,Male,Australia
2165,67,Female,Germany
2166,25,Male,Singapore
2167,38,Male,USA
2168,38,Female,France
2169,38,Female,UAE
2170,64,Male,UK
2171,32,Female,India
2172,20,Male,USA
2173,65,Male,UAE
2174,26,Male,Singapore
2175,25,Female,France
2176,40,Male,Canada
2177,56,Female,Germany
2178,31,Female,Singapore
2179,31,Female,UK
2180,42,Male,UK
2181,32,Female,Canada
2182,34,Female,Australia
2183,24,Male,Australia
2184,46,Female,Australia
2185,68,Male,UK
2186,56,Female,USA
2187,22,Male,France
2188,65,Male,USA
2189,64,Female,UK
2190,57,Female,Australia
2191,60,Female,UAE
2192,21,Female,USA
2193,37,Male,Germany
2194,29,Female,Germany
2195,48,Male,France
2196,54,Female,Germany
2197,34,Female,Canada
2198,20,Female,Singapore
2199,28,Male,Singapore
2200,26,Male,USA
2201,63,Female,USA
2202,58,Female,France
2203,20,Female,UAE
2204,61,Female,UK
2205,49,Male,UAE
2206,23,Female,USA
2207,24,Female,India
2208,26,Male,USA
2209,50,Female,Germany
2210,57,Male,France
2211,37,Male,UAE
2212,57,Male,Australia
2213,42,Female,UK
2214,61,Male,UK
2215,55,Female,France
2216,39,Male,Canada
2217,66,Male,UK
2218,51,Female,France
2219,47,Female,UK
2220,28,Male,UK
2221,37,Female,France
2222,43,Male,UK
